status,city,year,state,total_tract_income,total_households_with_income,percent_householdsbelow50k_of_total,total_households_income_below_50k,total_households_income_50k_and_100k,total_households_income_100k_plus,bucket_annual_income_household,median_annual_income_individual,total_housing_units,occupied_housing_units,vacant_housing_units,median_monthly_housing_costs,total_households,total_rent_burden_normal,total_rent_burden_moderate,total_rent_burden_severe,percent_rent_burden_normal,percent_rent_burden_moderate,percent_rent_burden_severe,median_gross_rent_burden,avg_household_size,total_population,total_25_and_older,total_highest_not_graduate_hs,total_highest_graduate_hs,total_highest_college_degree,percent_graduate_hs,percent_no_college_degree,percent_college_degree,total_3_to_24,total_enrolled_pre_college,total_enrolled_higher_education,total_not_enrolled,total_employable,total_employed,complete_plumbing_occupied_housing,lacking_plumbing_occupied_housing,total_all_races,total_white_non_hispanic,total_african_american,total_native_american,total_asian,total_hispanic,total_other,percent_african_american,percent_native_american,percent_hispanic,percent_urm,total_all_ages,total_0_4,total_5_17,total_18_24,total_25_39,total_40_54,total_55_64,total_65_plus,percent_0_4,percent_5_17,percent_18_24,percent_children,percent_youth,percent_elderly
underbanked,Hartford,2019,CT,2604964100,46690,62.63439709,29244,11605,5841,1434530,942650,54753,46690,8063,40421,35494,14904,7954,10882,41.99019553,22.40942131,,1352.9,98.65,123088,76234,19471,39098,17665,74.45890285,76.82792455,23.17207545,42452,24168,8287,9997,97495,59135,46367,323,123088,18263,46400,533,3296,20208,34388,37.69660731,0.4330235279,16.41752242,54.54715326,123088,7635,21328,17891,27486,22040,12840,13868,6.202879241,17.32744053,14.53512934,23.53031977,38.06544911,11.26673599
underbanked,Hialeah,2019,FL,5843313800,86490,55.47115273,47977,24393,14120,2068852,931331,90383,86490,3893,56225,42351,11762,12088,15589,27.7726618,28.54241931,,1879.4,143.96,276500,201665,51723,92213,57729,74.35201944,71.37381301,28.62618699,66547,41525,10712,14310,231073,141432,85975,515,276500,11073,10399,80,1986,238562,14400,3.760940325,0.02893309222,86.27920434,90.06907776,276500,14120,37546,23169,52717,64085,34392,50471,5.106690778,13.57902351,8.379385172,18.68571429,27.06509946,18.25352622
underbanked,Jackson,2019,MS,3701312100,62451,60.7580343,37944,16197,8310,1996357,1164419,74834,62451,12383,40067,31054,13048,7372,8074,42.01713145,23.73929284,,1693.3,134.44,170782,108820,15551,55711,37558,85.70942841,65.48612387,34.51387613,55121,34169,8848,12104,133263,80966,62248,203,170782,28666,138317,206,593,1498,1502,80.9903854,0.1206216112,0.8771416191,81.98814863,170782,11874,30465,19623,37991,29309,20462,21058,6.952723355,17.83853099,11.49008678,24.79125435,36.28134112,12.33033926
underbanked,Knoxville,2019,TN,13752671500,166457,44.47695201,74035,49862,42560,6097482,3147673,183132,166457,16675,94554,62722,30262,14104,13061,48.24782373,22.48652785,,2801.7,247.51,407501,271004,21970,120081,128953,91.89310859,52.4165695,47.5834305,123617,67822,27281,28514,331446,214822,166213,244,407501,329339,38849,1215,9796,13761,14541,9.533473537,0.2981587775,3.376924228,13.20855654,407501,23368,62112,51017,83166,75602,50269,61967,5.734464455,15.24217118,12.51947848,20.97663564,33.49611412,15.20658845
underbanked,Laredo,2019,TX,5012202400,74119,53.00800065,39289,20463,14367,2530439,1258134,81857,74119,7738,48438,28028,11411,6614,6599,40.71285857,23.59783074,,1902.4,212.92,271283,150115,48579,62645,38891,67.63881025,74.09252906,25.90747094,105542,71704,12155,21683,190868,114301,73438,681,271283,9604,1215,568,1387,250459,8050,0.4478717797,0.2093754493,92.32388318,92.98113041,271283,25791,64397,30980,54912,47313,22986,24904,9.507046147,23.73794156,11.41980883,33.24498771,44.66479654,9.180081317
underbanked,Louisville,2019,KY,24057147500,304191,44.98883925,136852,94136,73203,10545803,5814994,336115,304191,31924,176744,117497,61317,25439,24206,52.18601326,21.65076555,,5287.8,444.84,748630,516002,49401,258287,208314,90.4261999,59.62922624,40.37077376,204322,128814,25435,50073,600644,395550,303212,979,748630,505193,162990,1321,20965,30948,27213,21.77176977,0.176455659,4.133951351,26.08217678,748630,47555,119292,65781,159034,141072,99936,115960,6.352270147,15.9347074,8.786850647,22.28697755,31.07382819,15.48962772
underbanked,Memphis,2019,TN,18913553500,271635,55.80098294,151575,72041,48019,7710122,4626219,320956,271635,49321,163952,138080,56402,32887,37933,40.84733488,23.81735226,,6229.1,454.95,712040,461339,62532,244884,153923,86.44554222,66.63559768,33.36440232,219541,135222,24920,59399,552302,352310,270580,1055,712040,187495,450955,1025,14346,24618,33601,63.33281838,0.1439525869,3.457390034,66.934161,712040,52563,126614,71524,157397,127393,86675,89874,7.382029099,17.78186619,10.0449413,25.16389529,35.20883658,12.62204371
underbanked,Mesa,2019,AZ,15834049600,198098,43.91008491,86985,63973,47140,7657876,3806828,232917,198098,34819,135847,75723,35216,18898,17826,46.5063455,24.95675026,,3675.5,333.1,539768,362522,41282,191990,129250,88.61255317,64.34699136,35.65300864,155722,98269,16959,40494,424901,268516,197596,502,539768,335275,21496,13508,11714,108618,49157,3.98245172,2.502556654,20.12308992,26.60809829,539768,35506,92962,48778,113251,94181,60837,94253,6.578011294,17.22258452,9.03684546,23.80059581,32.83744127,17.46176135
underbanked,New Orleans,2019,LA,12327500900,154654,56.04575375,86677,35757,32220,8358357,4984389,192740,154654,38086,193324,79906,27938,18111,25794,34.96358221,,,6459.8,422.42,392289,278695,37400,123498,117797,86.58031181,57.7326468,42.2673532,99765,63345,17607,18813,321515,199161,153933,721,392289,121084,232732,763,11425,12812,13473,59.32666988,0.1944994634,3.265959535,62.78712888,392289,23146,55549,34899,100395,70683,51945,55672,5.900241913,14.16022371,8.896247409,20.06046563,28.95671304,14.19157815
underbanked,Newark,2019,NJ,5666763000,100262,62.48728332,62651,24236,13375,3054299,1917765,115055,100262,14793,97904,77942,29125,19527,25365,37.3675297,,,3205,228.81,281054,182885,45141,99337,38407,75.31727588,78.99937119,21.00062881,86606,56294,11125,19187,219039,134129,99619,643,281054,30831,140888,933,5275,49484,53643,50.12844507,0.3319646758,17.60658094,68.06699069,281054,20752,48368,29049,66200,56810,30418,29457,7.383634462,17.20950422,10.33573619,24.59313869,34.92887488,10.48090403
underbanked,Newport News,2019,VA,5083690000,69835,46.99505978,32819,22987,14029,2379640,1334380,77759,69835,7924,50183,35675,15703,9942,8590,44.0168185,,,1449.4,108.43,179673,116443,10498,63010,42935,90.98443015,63.12788231,36.87211769,55124,31153,8410,15561,141851,95219,69242,593,179673,77111,73785,460,5773,9021,13523,41.06627039,0.2560206598,5.020787764,46.34307882,179673,13117,28586,21527,41961,30627,21111,22744,7.30048477,15.9100143,11.98121031,23.21049907,35.19170938,12.65855192
underbanked,Norfolk,2019,VA,7296379600,88353,48.34923545,42718,27967,17668,4157081,2323150,97670,88353,9317,90626,50014,22746,12382,12543,45.47926581,,,2558,194.11,244601,152830,18390,77476,56964,87.96702218,62.72721324,37.27278676,82066,35363,16677,30026,201040,140204,88180,173,244601,106261,100649,938,9029,8629,19095,41.14823733,0.3834816701,3.527786068,45.05950507,244601,16078,32126,43567,62768,37117,26375,26570,6.57315383,13.13404279,17.81145621,19.70719662,37.51865283,10.86258846
underbanked,Oakland,2019,CA,17997600600,161126,37.08526247,59754,40821,60551,9203895,4752076,171946,161126,10820,198833,96099,44879,22601,24585,46.70079814,,,3473.3,293.73,421977,306068,53737,100878,151453,82.44279049,50.51655188,49.48344812,99791,64985,13562,21244,346028,237981,160016,1110,421977,117908,100859,3832,65504,30525,103349,23.90153966,0.908106366,7.233806582,32.04345261,421977,26492,57495,31922,120138,84831,46197,54902,6.278067288,13.62515019,7.564867279,19.90321747,27.46808475,13.01066172
underbanked,Oklahoma City,2019,OK,16530770100,217782,47.95208052,104431,67054,46297,9671486,5489680,246513,217782,28731,164951,95691,48720,21235,19196,50.91387905,,,5038.1,463.44,566402,370300,55688,183599,131013,84.96138266,64.61976776,35.38023224,170355,109103,16415,44837,437612,288371,217124,658,566402,287594,89388,17614,22686,86902,62218,15.78172393,3.109805403,15.34281306,34.23434239,566402,42724,100623,52755,131912,98586,67199,72603,7.543052461,17.76529744,9.314056094,25.3083499,34.62240599,12.81828101
underbanked,Ontario,2019,CA,4230213300,51086,35.05265631,17907,19556,13623,2294003,951457,53200,51086,2114,51762,23395,9509,6824,6339,40.64543706,,,1175.5,120.58,178589,112333,28984,55054,28295,74.19814302,74.81149796,25.18850204,59188,37451,8253,13484,137133,93017,50939,147,178589,28467,9819,1856,11965,59775,66707,5.498098987,1.039257737,33.47070648,40.00806321,178589,12100,34711,19445,42390,35348,18018,16577,6.775333307,19.43624747,10.88812861,26.21158078,37.09970939,9.282206631
underbanked,Phoenix,2019,AZ,42052498900,511952,45.38530956,232351,156940,122661,18448687,10114599,563796,511952,51844,352598,243522,119091,58244,53277,48.90358982,,,9249.5,908.05,1469241,939330,180091,429158,330081,80.82771763,64.85995337,35.14004663,467198,292078,44800,130320,1129194,756827,509591,2361,1469241,602995,106752,32555,53048,457801,216090,7.265792338,2.215769911,31.1590134,40.64057564,1469241,107640,275137,147134,343427,284005,158138,153760,7.326231707,18.7264717,10.01428629,26.0527034,36.06698969,10.46526744
underbanked,Riverside,2019,CA,11361204800,118779,35.18803829,41796,39128,37855,6011550,2443418,125594,118779,6815,128493,49167,20105,13513,13390,40.89124819,,,2802,309.34,443188,274074,57086,138277,78711,79.17131869,71.28111386,28.71888614,152052,87974,32434,31644,346509,218372,118417,362,443188,126659,24824,3469,29089,127646,131501,5.60123469,0.7827377998,28.80177261,35.1857451,443188,28789,81289,59036,100956,80782,45080,47256,6.495888878,18.34187749,13.32075778,24.83776637,38.15852415,10.66274358
underbanked,Rochester,2019,NY,13211392400,185877,50.15843811,93233,54095,38549,6270085,3591628,205623,185877,19746,124549,83033,35813,19403,23924,43.13104428,,,4686.5,316.68,447586,305348,39116,133163,133069,87.18969831,56.42054312,43.57945688,127296,73559,24996,28741,365734,232255,185269,608,447586,267151,102190,2520,15157,32917,27651,22.83136649,0.5630202911,7.354340842,30.74872762,447586,25107,67235,49896,98604,78915,57733,70096,5.609424781,15.02169415,11.14780176,20.63111894,31.7789207,15.66090092
underbanked,San Bernardino,2019,CA,4447235200,66695,52.50168678,35016,19607,12072,2096032,967693,73281,66695,6586,49866,33499,11633,9113,11463,34.72640974,,,1625.2,150.85,242911,140091,41916,72434,25741,70.07944836,81.62551484,18.37448516,91271,58465,11458,21348,176891,106331,66548,147,242911,37077,31158,1497,9137,108186,55856,12.82692015,0.6162750966,44.53729967,57.98049491,242911,20076,53901,28843,54494,40966,23425,21206,8.264755404,22.18960854,11.8738962,30.45436394,42.32826014,8.729946359
underbanked,Tucson,2019,AZ,25590803700,347811,48.7146755,169435,104014,74362,11540562,6105171,391535,347811,43724,200993,137824,62020,32519,33759,44.99941955,,,6272.1,510.2,881902,584407,72360,277471,234576,87.61821813,59.8608504,40.1391496,267967,147427,51679,68861,718295,429083,346432,1379,881902,436390,34405,28261,27426,225281,130139,3.90122712,3.204551073,25.54490181,32.65068001,881902,50534,134394,112567,169976,147668,110103,156660,5.730115138,15.2391082,12.76411665,20.96922334,33.73333999,17.76387853
underbanked,Tulsa,2019,OK,12954789600,170911,52.05808871,88973,47571,34367,6902894,3823748,195707,170911,24796,116404,83079,41013,18617,17488,49.36626584,,,3774,316.8,420143,277710,35606,134993,107111,87.17871161,61.43062907,38.56937093,124586,79681,13639,31266,328202,213918,170419,492,420143,228961,62224,19823,14109,42259,52767,14.81019558,4.718155485,10.05824207,29.58659314,420143,29187,72834,40412,92450,73256,52186,59818,6.946920453,17.33552624,9.618629847,24.28244669,33.90107654,14.23753341
underbanked,Washington,2019,DC,38886397900,284386,32.58669555,92672,64934,126780,16265339,8902145,315176,284386,30790,314788,166019,84154,36250,36121,50.68937893,,,5283,427.99,692683,494116,44850,145215,304051,90.92318403,38.46566393,61.53433607,171371,95979,41054,34338,579127,407904,283907,479,692683,253373,320811,2091,27592,32484,56332,46.31425919,0.3018696864,4.689591054,51.30571993,692683,45040,78890,74637,221058,119238,70150,83670,6.502252834,11.38904809,10.77505872,17.89130093,28.66635965,12.07911844
underbanked,West Hartford,2019,CT,3575161900,24726,22.80595325,5639,6273,12814,1995824,926232,26437,24726,1711,31420,7163,3894,1619,1297,54.36269719,,,515.6,42.4,63063,43932,2449,10693,30790,94.42547574,29.91441318,70.08558682,17186,11868,2504,2814,51034,34820,24697,29,63063,45961,3764,111,4971,4908,3348,5.96863454,0.1760144617,7.782693497,13.9273425,63063,3322,10580,5229,11893,12017,8443,11579,5.267748125,16.77687392,8.291708292,22.04462204,30.33633034,18.36100408
underbanked,West Memphis,2019,AR,533469900,9816,62.5407498,6139,2416,1261,373962,230297,10898,9816,1082,6934,4499,1766,1157,1302,39.25316737,,,315,23.66,23985,15630,2664,9722,3244,82.95585413,79.24504159,20.75495841,7156,4834,515,1807,18364,10963,9787,29,23985,9440,13149,8,106,254,1028,54.8217636,0.0333541797,1.058995205,55.91411299,23985,1964,4152,2239,4874,4268,3022,3466,8.188451115,17.31081926,9.335001042,25.49927038,34.83427142,14.45069835
underbanked,Wichita,2019,KS,10728035100,150802,49.27255607,74304,46325,30173,5310712,2944416,169511,150802,18709,88308,63901,32080,14572,13273,50.20265724,,,2883,250.16,379227,246951,30234,126315,90402,87.75708541,63.39273783,36.60726217,116969,73706,14422,28841,295298,196363,150449,353,379227,235011,42386,4271,19306,44748,33505,11.17694679,1.126238374,11.79979274,24.1029779,379227,26435,67510,38331,79534,65356,47955,54106,6.970758939,17.80200249,10.10766638,24.77276143,34.88042782,14.26744404
